ent,Descripción_Campo_amplio,Año,fac_tri,ingocup,cs_p14_c,masa salarial,Sueldo promedio por profesionista,CVE,DESCRIP
24,Servicios,2022,12255,443904,4973700.0,98548230,8041.47,24,San Luis Potosi
24,Servicios,2023,8170,299738,3653700.0,66309572,8116.23,24,San Luis Potosi
24,Servicios,2024,6446,304657,3251400.0,59935201,9298.05,24,San Luis Potosi
24,Tecnologías de la información y la comunicación,2022,13814,414512,3262200.0,105200498,7615.5,24,San Luis Potosi
24,Tecnologías de la información y la comunicación,2023,7468,335829,2334000.0,66270648,8873.95,24,San Luis Potosi
24,Tecnologías de la información y la comunicación,2024,10536,637457,2952300.0,145886959,13846.52,24,San Luis Potosi
25," Ingeniería, manufactura y construcción",2022,85880,3573502,22353600.0,1008357681,11741.47,25,Sinaloa
25," Ingeniería, manufactura y construcción",2023,78534,3953869,22502800.0,965723970,12296.89,25,Sinaloa
25," Ingeniería, manufactura y construcción",2024,69457,4012264,20535000.0,977375723,14071.67,25,Sinaloa
25,Administración y negocios,2022,101137,4684189,18772600.0,995307452,9841.18,25,Sinaloa
25,Administración y negocios,2023,94046,4807995,18022200.0,986416273,10488.66,25,Sinaloa
25,Administración y negocios,2024,80637,3782348,13649800.0,906366809,11240.09,25,Sinaloa
25,Agronomía y veterinaria,2022,23164,909153,7973800.0,210621027,9092.6,25,Sinaloa
25,Agronomía y veterinaria,2023,21562,991828,7886500.0,223989498,10388.16,25,Sinaloa
25,Agronomía y veterinaria,2024,30410,1164605,8619000.0,340584270,11199.75,25,Sinaloa
25,Artes y humanidades,2022,12106,497765,1232400.0,106395685,8788.67,25,Sinaloa
25,Artes y humanidades,2023,10864,647701,1290800.0,123107226,11331.67,25,Sinaloa
25,Artes y humanidades,2024,12635,709114,1193600.0,168818622,13361.19,25,Sinaloa
25,Ciencias de la  salud,2022,67599,2330475,23826731.0,602409715,8911.52,25,Sinaloa
25,Ciencias de la  salud,2023,72795,2962392,29110804.0,651227660,8946.05,25,Sinaloa
25,Ciencias de la  salud,2024,85858,3398191,29547895.0,834095245,9714.82,25,Sinaloa
25,"Ciencias naturales, matemáticas y estadística",2022,11930,482710,2511200.0,133261035,11170.25,25,Sinaloa
25,"Ciencias naturales, matemáticas y estadística",2023,19363,690820,3488100.0,212645960,10982.08,25,Sinaloa
25,"Ciencias naturales, matemáticas y estadística",2024,12660,523660,2718500.0,137866575,10889.93,25,Sinaloa
25,Ciencias sociales y derecho,2022,77883,2951448,9935800.0,733879060,9422.84,25,Sinaloa
25,Ciencias sociales y derecho,2023,81555,3372968,11157700.0,782595839,9595.93,25,Sinaloa
25,Ciencias sociales y derecho,2024,87486,3395624,10296100.0,995499174,11378.95,25,Sinaloa
25,Educación,2022,51406,1444779,2152570.0,420196925,8174.08,25,Sinaloa
25,Educación,2023,57071,2120945,2794107.0,505706992,8861.02,25,Sinaloa
25,Educación,2024,45072,1451611,1953254.0,411807003,9136.65,25,Sinaloa
25,Servicios,2022,25006,622980,7003700.0,201067270,8040.76,25,Sinaloa
25,Servicios,2023,24401,938811,7715700.0,375866898,15403.75,25,Sinaloa
25,Servicios,2024,24764,917700,7922200.0,251096690,10139.59,25,Sinaloa
25,Tecnologías de la información y la comunicación,2022,27877,1467930,7596700.0,323355420,11599.36,25,Sinaloa
25,Tecnologías de la información y la comunicación,2023,37359,1715705,8509300.0,421221190,11274.96,25,Sinaloa
25,Tecnologías de la información y la comunicación,2024,29634,1436635,5736800.0,434309870,14655.8,25,Sinaloa
26," Ingeniería, manufactura y construcción",2022,107777,3680421,25816400.0,1008551758,9357.76,26,Sonora
26," Ingeniería, manufactura y construcción",2023,103043,4648053,28372200.0,1154517958,11204.23,26,Sonora
26," Ingeniería, manufactura y construcción",2024,91894,4891033,26934700.0,1185002634,12895.32,26,Sonora
26,Administración y negocios,2022,96544,3790020,14708600.0,983474836,10186.8,26,Sonora
26,Administración y negocios,2023,87441,4405547,15312300.0,1058049809,12100.16,26,Sonora
26,Administración y negocios,2024,82241,3580169,12920500.0,945014363,11490.79,26,Sonora
26,Agronomía y veterinaria,2022,10977,314750,2275400.0,115641700,10534.91,26,Sonora
26,Agronomía y veterinaria,2023,11766,391177,3577700.0,101682874,8642.09,26,Sonora
26,Agronomía y veterinaria,2024,7295,333435,2529500.0,72526100,9941.89,26,Sonora
26,Artes y humanidades,2022,10682,401836,870200.0,95856488,8973.65,26,Sonora
26,Artes y humanidades,2023,6887,406760,758200.0,70048760,10171.16,26,Sonora
26,Artes y humanidades,2024,6407,369535,882300.0,56022565,8743.96,26,Sonora
26,Ciencias de la  salud,2022,48486,1347838,14783723.0,399799787,8245.67,26,Sonora
26,Ciencias de la  salud,2023,42153,2091670,18271147.0,461839670,10956.27,26,Sonora
26,Ciencias de la  salud,2024,40904,2173705,17452020.0,447544730,10941.34,26,Sonora
26,"Ciencias naturales, matemáticas y estadística",2022,17057,741895,3975700.0,174754550,10245.33,26,Sonora
26,"Ciencias naturales, matemáticas y estadística",2023,13186,731417,3157900.0,143375351,10873.3,26,Sonora
26,"Ciencias naturales, matemáticas y estadística",2024,9369,523394,2217900.0,120494268,12860.95,26,Sonora
26,Ciencias sociales y derecho,2022,60291,1823413,6640600.0,518718538,8603.58,26,Sonora
26,Ciencias sociales y derecho,2023,59902,2549485,7455900.0,625906624,10448.84,26,Sonora
26,Ciencias sociales y derecho,2024,59373,2433895,6936400.0,679654210,11447.19,26,Sonora
26,Educación,2022,41123,1063574,1530235.0,321291934,7812.95,26,Sonora
26,Educación,2023,40947,1251185,1675156.0,355643365,8685.46,26,Sonora
26,Educación,2024,40363,1259096,1602047.0,357093389,8847.05,26,Sonora
26,Servicios,2022,16992,695965,8440000.0,141926565,8352.55,26,Sonora
26,Servicios,2023,9012,493790,5287500.0,87177900,9673.54,26,Sonora
26,Servicios,2024,14399,797945,7415200.0,163797875,11375.64,26,Sonora
26,Tecnologías de la información y la comunicación,2022,13740,487313,2953000.0,123572941,8993.66,26,Sonora
26,Tecnologías de la información y la comunicación,2023,29347,1254806,6075800.0,346968283,11822.96,26,Sonora
26,Tecnologías de la información y la comunicación,2024,20481,1050275,4848700.0,249440810,12179.13,26,Sonora
27," Ingeniería, manufactura y construcción",2022,58069,3272286,22501900.0,577236155,9940.52,27,Tabasco
27," Ingeniería, manufactura y construcción",2023,76095,4039935,26317400.0,828351945,10885.76,27,Tabasco
27," Ingeniería, manufactura y construcción",2024,65127,4403654,24802600.0,843057720,12944.83,27,Tabasco
27,Administración y negocios,2022,51501,2273811,11549600.0,422005163,8194.12,27,Tabasco
27,Administración y negocios,2023,43762,2529165,12139800.0,369855682,8451.53,27,Tabasco
27,Administración y negocios,2024,39105,2495724,11262700.0,327588308,8377.15,27,Tabasco
27,Agronomía y veterinaria,2022,2471,67974,980300.0,14426482,5838.32,27,Tabasco
27,Agronomía y veterinaria,2023,3270,132580,1470800.0,24584970,7518.34,27,Tabasco
27,Agronomía y veterinaria,2024,4138,208195,1713100.0,43409050,10490.35,27,Tabasco
27,Artes y humanidades,2022,7925,282153,1180400.0,38056432,4802.07,27,Tabasco
27,Artes y humanidades,2023,6466,415400,1250000.0,45086755,6972.9,27,Tabasco
27,Artes y humanidades,2024,9629,291420,911800.0,60525145,6285.71,27,Tabasco
27,Ciencias de la  salud,2022,30989,2085569,20858741.0,254465047,8211.46,27,Tabasco
27,Ciencias de la  salud,2023,39958,2561359,23639867.0,378060762,9461.45,27,Tabasco
27,Ciencias de la  salud,2024,42789,2455360,23195160.0,441822320,10325.61,27,Tabasco
27,"Ciencias naturales, matemáticas y estadística",2022,8666,402000,2221400.0,75056840,8661.07,27,Tabasco
27,"Ciencias naturales, matemáticas y estadística",2023,10118,545795,3082000.0,86774710,8576.27,27,Tabasco
27,"Ciencias naturales, matemáticas y estadística",2024,6113,435770,2007400.0,72238000,11817.11,27,Tabasco
27,Ciencias sociales y derecho,2022,31965,1698743,6777600.0,256459157,8023.12,27,Tabasco
27,Ciencias sociales y derecho,2023,36662,2168835,8576100.0,272756118,7439.75,27,Tabasco
27,Ciencias sociales y derecho,2024,51702,2255184,8318200.0,399090332,7719.05,27,Tabasco
27,Educación,2022,15621,694435,1067529.0,111077055,7110.75,27,Tabasco
27,Educación,2023,23956,1063280,1569530.0,176719545,7376.84,27,Tabasco
27,Educación,2024,25409,1170995,1573216.0,207361680,8160.95,27,Tabasco
27,Servicios,2022,6828,477449,5488700.0,50926074,7458.42,27,Tabasco
27,Servicios,2023,9744,546020,7213600.0,69259340,7107.9,27,Tabasco
27,Servicios,2024,9148,606744,6703500.0,81723162,8933.45,27,Tabasco
27,Tecnologías de la información y la comunicación,2022,18409,734296,5660000.0,137504380,7469.41,27,Tabasco
27,Tecnologías de la información y la comunicación,2023,12012,771025,4744300.0,102046730,8495.4,27,Tabasco
27,Tecnologías de la información y la comunicación,2024,8633,594500,3446800.0,76892750,8906.84,27,Tabasco
28," Ingeniería, manufactura y construcción",2022,128986,6893852,46353900.0,1456923147,11295.2,28,Tamaulipas
28," Ingeniería, manufactura y construcción",2023,129054,7685857,49630300.0,1462680773,11333.87,28,Tamaulipas
28," Ingeniería, manufactura y construcción",2024,134875,7861136,46191800.0,1662144018,12323.59,28,Tamaulipas
28,Administración y negocios,2022,119404,4667745,19993900.0,1201118708,10059.28,28,Tamaulipas
28,Administración y negocios,2023,119706,5703720,20763900.0,1468280062,12265.72,28,Tamaulipas
28,Administración y negocios,2024,126489,5751419,20284700.0,1445461689,11427.57,28,Tamaulipas
28,Agronomía y veterinaria,2022,4391,74533,1056300.0,28242313,6431.86,28,Tamaulipas
28,Agronomía y veterinaria,2023,2077,63190,735900.0,13093960,6304.27,28,Tamaulipas
28,Agronomía y veterinaria,2024,3911,133460,1145400.0,32499550,8309.78,28,Tamaulipas
28,Artes y humanidades,2022,5964,209703,654500.0,43517381,7296.68,28,Tamaulipas
28,Artes y humanidades,2023,14438,529299,1175500.0,139937036,9692.27,28,Tamaulipas
28,Artes y humanidades,2024,10255,593580,1238000.0,104063250,10147.56,28,Tamaulipas
28,Ciencias de la  salud,2022,49433,1973151,21519713.0,410765925,8309.55,28,Tamaulipas
28,Ciencias de la  salud,2023,53360,2639699,23682575.0,517671017,9701.48,28,Tamaulipas
28,Ciencias de la  salud,2024,80994,2977517,27516984.0,739289772,9127.71,28,Tamaulipas
28,"Ciencias naturales, matemáticas y estadística",2022,3097,175122,1134100.0,25292318,8166.72,28,Tamaulipas
28,"Ciencias naturales, matemáticas y estadística",2023,6772,351156,1705500.0,73843264,10904.2,28,Tamaulipas
28,"Ciencias naturales, matemáticas y estadística",2024,7785,305240,1756000.0,61986410,7962.29,28,Tamaulipas
28,Ciencias sociales y derecho,2022,46908,1850721,6539800.0,413200327,8808.74,28,Tamaulipas
28,Ciencias sociales y derecho,2023,45104,1855343,6275900.0,418760005,9284.32,28,Tamaulipas
28,Ciencias sociales y derecho,2024,49532,2013652,6205200.0,507557282,10247.06,28,Tamaulipas
28,Educación,2022,34034,1188610,1574417.0,285790241,8397.2,28,Tamaulipas
28,Educación,2023,38614,1438932,1824013.0,352687902,9133.68,28,Tamaulipas
28,Educación,2024,30573,1219967,1453024.0,296197175,9688.19,28,Tamaulipas
28,Servicios,2022,8628,315040,3960500.0,69425225,8046.5,28,Tamaulipas
28,Servicios,2023,7563,274810,3761300.0,58091580,7681.02,28,Tamaulipas
28,Servicios,2024,7225,400078,4062900.0,68706646,9509.57,28,Tamaulipas
28,Tecnologías de la información y la comunicación,2022,33961,1465656,9335600.0,314804844,9269.6,28,Tamaulipas
28,Tecnologías de la información y la comunicación,2023,27394,1501159,8530100.0,279282439,10195.02,28,Tamaulipas
28,Tecnologías de la información y la comunicación,2024,30623,1677683,8776100.0,350864107,11457.54,28,Tamaulipas
29," Ingeniería, manufactura y construcción",2022,35056,2250498,22613400.0,247384184,7056.83,29,Tlaxcala
29," Ingeniería, manufactura y construcción",2023,31164,2214287,20155500.0,245827951,7888.2,29,Tlaxcala
29," Ingeniería, manufactura y construcción",2024,39000,2603664,21919700.0,341381653,8753.38,29,Tlaxcala
29,Administración y negocios,2022,23338,1475074,8122800.0,175695385,7528.3,29,Tlaxcala
29,Administración y negocios,2023,20248,1218485,7240600.0,139301355,6879.76,29,Tlaxcala
29,Administración y negocios,2024,26568,1949097,8657000.0,253628618,9546.39,29,Tlaxcala
29,Agronomía y veterinaria,2022,2852,209071,2199100.0,20039212,7026.37,29,Tlaxcala
29,Agronomía y veterinaria,2023,1952,214067,1630600.0,19700067,10092.25,29,Tlaxcala
29,Agronomía y veterinaria,2024,5738,137300,1387300.0,25252560,4400.93,29,Tlaxcala
29,Artes y humanidades,2022,3513,219101,718500.0,23222890,6610.56,29,Tlaxcala
29,Artes y humanidades,2023,7625,529160,1536400.0,54163801,7103.45,29,Tlaxcala
29,Artes y humanidades,2024,5164,281160,1043700.0,31846720,6167.06,29,Tlaxcala
29,Ciencias de la  salud,2022,10794,679605,8613640.0,75420285,6987.24,29,Tlaxcala
29,Ciencias de la  salud,2023,12340,901367,10594503.0,100297554,8127.84,29,Tlaxcala
29,Ciencias de la  salud,2024,13395,1006860,10874200.0,114259950,8530.04,29,Tlaxcala
29,"Ciencias naturales, matemáticas y estadística",2022,1499,72700,716400.0,7595370,5066.96,29,Tlaxcala
29,"Ciencias naturales, matemáticas y estadística",2023,1405,109350,666300.0,14432790,10272.45,29,Tlaxcala
29,"Ciencias naturales, matemáticas y estadística",2024,2430,165197,1027700.0,20499286,8435.92,29,Tlaxcala
29,Ciencias sociales y derecho,2022,16291,962726,4581100.0,111898577,6868.74,29,Tlaxcala
29,Ciencias sociales y derecho,2023,22665,1472668,6368300.0,166862345,7362.12,29,Tlaxcala
29,Ciencias sociales y derecho,2024,21115,1712121,5913400.0,202204836,9576.36,29,Tlaxcala
29,Educación,2022,9534,563032,974605.0,67693200,7100.19,29,Tlaxcala
29,Educación,2023,7685,410901,821417.0,45875170,5969.44,29,Tlaxcala
29,Educación,2024,10887,830213,1191417.0,93202423,8560.89,29,Tlaxcala
29,Servicios,2022,5580,253066,4870500.0,29162756,5226.3,29,Tlaxcala
29,Servicios,2023,6860,388861,6090600.0,45921302,6694.07,29,Tlaxcala
29,Servicios,2024,5826,371968,5380300.0,39705994,6815.31,29,Tlaxcala
29,Tecnologías de la información y la comunicación,2022,6033,436770,3199100.0,50997225,8453.05,29,Tlaxcala
29,Tecnologías de la información y la comunicación,2023,7182,454650,3745100.0,50674920,7055.82,29,Tlaxcala
29,Tecnologías de la información y la comunicación,2024,8741,579995,3998600.0,76049460,8700.32,29,Tlaxcala
30," Ingeniería, manufactura y construcción",2022,122261,3855699,29232900.0,1158398844,9474.8,30,Veracruz
30," Ingeniería, manufactura y construcción",2023,123797,4615757,33034600.0,1143261607,9234.97,30,Veracruz
30," Ingeniería, manufactura y construcción",2024,149045,4618029,29982600.0,1514952292,10164.4,30,Veracruz
30,Administración y negocios,2022,93948,3020407,15169100.0,655642080,6978.78,30,Veracruz
30,Administración y negocios,2023,98749,3157626,14702100.0,886917595,8981.53,30,Veracruz
30,Administración y negocios,2024,112097,3475638,14426400.0,1068719955,9533.89,30,Veracruz
30,Agronomía y veterinaria,2022,8313,65642,1060500.0,49366142,5938.43,30,Veracruz
30,Agronomía y veterinaria,2023,22250,247884,2937900.0,164974575,7414.59,30,Veracruz
30,Agronomía y veterinaria,2024,11961,269588,2449000.0,85255716,7127.81,30,Veracruz
30,Artes y humanidades,2022,31134,457579,1083700.0,789855229,25369.54,30,Veracruz
30,Artes y humanidades,2023,16214,361212,1089000.0,117137802,7224.49,30,Veracruz
30,Artes y humanidades,2024,18071,431108,1309400.0,102600948,5677.66,30,Veracruz
30,Ciencias de la  salud,2022,56825,1068907,13396964.0,433591636,7630.3,30,Veracruz
30,Ciencias de la  salud,2023,60481,1428247,15469328.0,445887868,7372.36,30,Veracruz
30,Ciencias de la  salud,2024,58115,1636154,15636200.0,509179873,8761.59,30,Veracruz
30,"Ciencias naturales, matemáticas y estadística",2022,11687,101430,665400.0,97168865,8314.27,30,Veracruz
30,"Ciencias naturales, matemáticas y estadística",2023,6211,129760,973200.0,62657385,10088.13,30,Veracruz
30,"Ciencias naturales, matemáticas y estadística",2024,4606,313840,1434100.0,64692065,14045.17,30,Veracruz
30,Ciencias sociales y derecho,2022,69954,1472589,5803200.0,584428320,8354.47,30,Veracruz
30,Ciencias sociales y derecho,2023,45599,1239913,4868400.0,327985838,7192.83,30,Veracruz
30,Ciencias sociales y derecho,2024,83383,1631888,5676400.0,695265850,8338.22,30,Veracruz
30,Educación,2022,58314,897470,1537027.0,412121768,7067.29,30,Veracruz
30,Educación,2023,63807,1397275,2071638.0,482855128,7567.43,30,Veracruz
30,Educación,2024,72965,1323074,1785432.0,624441811,8558.1,30,Veracruz
30,Servicios,2022,12356,372930,4675900.0,85185420,6894.26,30,Veracruz
30,Servicios,2023,9361,388940,4772200.0,74067630,7912.36,30,Veracruz
30,Servicios,2024,11446,452572,4467100.0,127195739,11112.68,30,Veracruz
30,Tecnologías de la información y la comunicación,2022,40832,732704,5838000.0,288180382,7057.71,30,Veracruz
30,Tecnologías de la información y la comunicación,2023,49301,822435,5779200.0,449809530,9123.74,30,Veracruz
30,Tecnologías de la información y la comunicación,2024,46506,816677,5161200.0,505094567,10860.85,30,Veracruz
31," Ingeniería, manufactura y construcción",2022,44586,2080434,14427500.0,467787992,10491.81,31,Yucatan
31," Ingeniería, manufactura y construcción",2023,51243,2937379,18865100.0,565193343,11029.67,31,Yucatan
31," Ingeniería, manufactura y construcción",2024,50752,3338053,19208700.0,636084132,12533.18,31,Yucatan
31,Administración y negocios,2022,62681,2427213,11656600.0,536452929,8558.46,31,Yucatan
31,Administración y negocios,2023,66196,3949243,14650100.0,731931509,11057.04,31,Yucatan
31,Administración y negocios,2024,58802,3578876,12731600.0,661899600,11256.41,31,Yucatan
31,Agronomía y veterinaria,2022,7850,240804,2928700.0,50505528,6433.83,31,Yucatan
31,Agronomía y veterinaria,2023,4494,101461,1626200.0,21750901,4839.99,31,Yucatan
31,Agronomía y veterinaria,2024,3345,189710,1631000.0,29536180,8829.95,31,Yucatan
31,Artes y humanidades,2022,17045,658325,1785500.0,136767840,8023.93,31,Yucatan
31,Artes y humanidades,2023,13111,801657,1633400.0,139088600,10608.54,31,Yucatan
31,Artes y humanidades,2024,13679,613218,1385700.0,115573628,8448.98,31,Yucatan
31,Ciencias de la  salud,2022,35328,1674140,16388036.0,315437281,8928.82,31,Yucatan
31,Ciencias de la  salud,2023,40255,2025769,19301500.0,370344336,9199.96,31,Yucatan
31,Ciencias de la  salud,2024,41136,2084046,19078307.0,422477564,10270.26,31,Yucatan
31,"Ciencias naturales, matemáticas y estadística",2022,9867,552805,2215900.0,114229500,11576.92,31,Yucatan
31,"Ciencias naturales, matemáticas y estadística",2023,13123,652546,3397200.0,122071778,9302.12,31,Yucatan
31,"Ciencias naturales, matemáticas y estadística",2024,11368,687594,3049500.0,138224644,12159.1,31,Yucatan
31,Ciencias sociales y derecho,2022,52625,1801953,7805300.0,385683271,7328.9,31,Yucatan
31,Ciencias sociales y derecho,2023,57604,2750561,9743400.0,518531196,9001.65,31,Yucatan
31,Ciencias sociales y derecho,2024,52241,2905235,8590900.0,577606931,11056.58,31,Yucatan
31,Educación,2022,43759,1434774,2293663.0,331786156,7582.12,31,Yucatan
31,Educación,2023,44567,1745640,2623148.0,356437035,7997.78,31,Yucatan
31,Educación,2024,43397,1759800,2471956.0,361165546,8322.36,31,Yucatan
31,Servicios,2022,17493,630297,8325800.0,132949729,7600.17,31,Yucatan
31,Servicios,2023,18401,991217,10351800.0,171958442,9345.06,31,Yucatan
31,Servicios,2024,21370,1070442,10872800.0,212666381,9951.63,31,Yucatan
31,Tecnologías de la información y la comunicación,2022,13639,627710,4181400.0,125439880,9197.15,31,Yucatan
31,Tecnologías de la información y la comunicación,2023,15429,889408,4804700.0,171965633,11145.61,31,Yucatan
31,Tecnologías de la información y la comunicación,2024,11663,797485,4236100.0,139943685,11998.94,31,Yucatan
32," Ingeniería, manufactura y construcción",2022,26610,2455015,17038900.0,234177034,8800.34,32,Zacatecas
32," Ingeniería, manufactura y construcción",2023,31066,2466822,18420300.0,267259241,8602.95,32,Zacatecas
32," Ingeniería, manufactura y construcción",2024,30224,3135359,20612200.0,338884817,11212.44,32,Zacatecas
32,Administración y negocios,2022,22100,1473372,8476300.0,158880277,7189.15,32,Zacatecas
32,Administración y negocios,2023,22798,1754478,8768300.0,170733766,7488.98,32,Zacatecas
32,Administración y negocios,2024,19269,1727673,8125900.0,162372534,8426.62,32,Zacatecas
32,Agronomía y veterinaria,2022,2800,184356,2034500.0,17188858,6138.88,32,Zacatecas
32,Agronomía y veterinaria,2023,4019,287410,2610200.0,31853340,7925.69,32,Zacatecas
32,Agronomía y veterinaria,2024,3512,226739,2443000.0,28023062,7979.23,32,Zacatecas
32,Artes y humanidades,2022,2386,313675,937100.0,17361395,7276.36,32,Zacatecas
32,Artes y humanidades,2023,4367,580427,1318600.0,39935796,9144.9,32,Zacatecas
32,Artes y humanidades,2024,4594,751485,1692500.0,45130410,9823.77,32,Zacatecas
32,Ciencias de la  salud,2022,16793,1253910,14491361.0,125850530,7494.23,32,Zacatecas
32,Ciencias de la  salud,2023,15577,1455004,17232373.0,110186323,7073.65,32,Zacatecas
32,Ciencias de la  salud,2024,18346,1918320,19304330.0,181405422,9888.01,32,Zacatecas
32,"Ciencias naturales, matemáticas y estadística",2022,4756,367669,2520700.0,33179492,6976.34,32,Zacatecas
32,"Ciencias naturales, matemáticas y estadística",2023,3425,316508,2518000.0,23714333,6923.89,32,Zacatecas
32,"Ciencias naturales, matemáticas y estadística",2024,2800,390653,2107700.0,27951501,9982.68,32,Zacatecas
32,Ciencias sociales y derecho,2022,22350,1743916,6956400.0,167466995,7492.93,32,Zacatecas
32,Ciencias sociales y derecho,2023,15942,1494741,6405000.0,102397913,6423.15,32,Zacatecas
32,Ciencias sociales y derecho,2024,17497,2071334,6984300.0,157178107,8983.15,32,Zacatecas
32,Educación,2022,9765,745365,1115128.0,78788630,8068.47,32,Zacatecas
32,Educación,2023,12204,915222,1269526.0,103215266,8457.49,32,Zacatecas
32,Educación,2024,17023,1264209,1598216.0,141288631,8299.87,32,Zacatecas
32,Servicios,2022,4265,392820,5584600.0,28221515,6617.0,32,Zacatecas
32,Servicios,2023,3382,447920,4583800.0,31006270,9168.03,32,Zacatecas
32,Servicios,2024,2041,249445,3051100.0,17062980,8360.11,32,Zacatecas
32,Tecnologías de la información y la comunicación,2022,5038,523347,3680600.0,46178360,9166.01,32,Zacatecas
32,Tecnologías de la información y la comunicación,2023,5594,533602,3996500.0,63693952,11386.12,32,Zacatecas
32,Tecnologías de la información y la comunicación,2024,6337,656363,4362000.0,59455947,9382.35,32,Zacatecas
